date,time,cash_type,card,price,coffee_name
2025-08-15,10:26,card,ANON-7985,2.49,Americano
2025-08-15,10:47,cash,,2.54,Americano
2025-08-15,11:33,card,ANON-6688,3.92,Latte
2025-08-15,12:31,cash,,2.93,Hot Chocolate
2025-08-15,13:23,card,ANON-9682,3.1,Hot Chocolate
2025-08-15,13:37,card,ANON-1068,3.78,Latte
2025-08-15,15:41,card,ANON-5414,2.55,Americano
2025-08-16,06:12,cash,,3.8,Latte
2025-08-16,06:17,cash,,3.9,Flat White
2025-08-16,06:20,card,ANON-1854,3.95,Flat White
2025-08-16,07:37,card,ANON-6074,2.98,Hot Chocolate
2025-08-16,08:53,card,ANON-9540,3.02,Hot Chocolate
2025-08-16,11:29,card,ANON-4774,3.53,Cappuccino
2025-08-16,14:33,card,ANON-2107,2.98,Hot Chocolate
2025-08-16,15:49,cash,,3.5,Cappuccino
2025-08-17,06:16,card,ANON-6091,3.73,Latte
2025-08-17,06:47,cash,,3.49,Cappuccino
2025-08-17,06:54,card,ANON-9672,2.51,Americano
2025-08-17,07:18,cash,,3.49,Cappuccino
2025-08-17,08:00,card,ANON-6855,2.5,Americano
2025-08-17,08:22,card,ANON-7299,3.77,Latte
2025-08-17,09:16,card,ANON-6613,3.0,Hot Chocolate
2025-08-17,11:13,cash,,3.14,Cortado
2025-08-17,11:22,card,ANON-7567,3.03,Hot Chocolate
2025-08-17,11:34,card,ANON-6053,3.89,Flat White
2025-08-17,14:33,card,ANON-5507,1.93,Espresso
2025-08-18,06:02,cash,,3.2,Cortado
2025-08-18,06:36,card,ANON-4352,3.04,Hot Chocolate
2025-08-18,09:11,card,ANON-2997,3.8,Latte
2025-08-18,09:20,card,ANON-7153,3.99,Flat White
2025-08-18,11:10,cash,,2.02,Espresso
2025-08-18,11:13,cash,,2.47,Americano
2025-08-18,11:32,card,ANON-8302,2.08,Espresso
2025-08-18,11:47,card,ANON-3535,2.5,Americano
2025-08-18,12:09,cash,,3.91,Flat White
2025-08-18,12:36,card,ANON-1947,3.01,Hot Chocolate
2025-08-18,13:00,card,ANON-1250,2.09,Espresso
2025-08-18,13:23,card,ANON-9022,2.45,Americano
2025-08-18,16:34,card,ANON-4778,3.89,Latte
2025-08-19,06:11,card,ANON-2038,3.77,Latte
2025-08-19,06:32,card,ANON-9882,2.01,Espresso
2025-08-19,07:14,card,ANON-2325,3.84,Latte
2025-08-19,08:16,card,ANON-2027,3.91,Flat White
2025-08-19,08:49,card,ANON-7691,3.53,Cappuccino
2025-08-19,10:24,cash,,3.82,Latte
2025-08-19,10:44,card,ANON-4428,3.82,Flat White
2025-08-19,10:59,card,ANON-5863,3.91,Flat White
2025-08-19,11:13,card,ANON-9020,3.8,Latte
2025-08-19,11:46,cash,,3.94,Flat White
2025-08-19,12:01,card,ANON-1279,3.53,Cappuccino
2025-08-19,12:19,card,ANON-7710,3.81,Latte
2025-08-19,12:43,card,ANON-7903,2.45,Americano
2025-08-19,13:02,card,ANON-2401,2.47,Americano
2025-08-19,14:06,card,ANON-8252,3.42,Cappuccino
2025-08-20,06:19,card,ANON-8192,3.8,Latte
2025-08-20,06:45,cash,,2.48,Americano
2025-08-20,06:56,cash,,2.47,Americano
2025-08-20,07:42,card,ANON-8498,3.77,Latte
2025-08-20,08:25,card,ANON-8475,3.8,Latte
2025-08-20,08:44,card,ANON-3381,2.5,Americano
2025-08-20,10:14,card,ANON-7015,3.43,Cappuccino
2025-08-20,10:39,card,ANON-3412,3.73,Latte
2025-08-20,11:12,cash,,3.81,Latte
2025-08-20,13:58,card,ANON-2709,2.47,Americano
2025-08-21,06:48,cash,,3.19,Cortado
2025-08-21,08:34,card,ANON-4405,2.5,Americano
2025-08-21,08:58,card,ANON-6725,2.94,Hot Chocolate
2025-08-21,09:44,cash,,3.84,Flat White
2025-08-21,10:48,cash,,2.46,Americano
2025-08-21,10:50,card,ANON-7099,2.04,Espresso
2025-08-21,11:38,card,ANON-9614,2.08,Espresso
2025-08-21,12:32,cash,,2.54,Americano
2025-08-21,12:47,card,ANON-9854,3.21,Cortado
2025-08-21,13:06,card,ANON-5946,3.93,Flat White
2025-08-21,14:53,card,ANON-5725,3.81,Flat White
2025-08-22,06:46,cash,,3.79,Latte
2025-08-22,07:40,card,ANON-9567,3.94,Flat White
2025-08-22,08:10,card,ANON-2659,3.49,Cappuccino
2025-08-22,08:36,card,ANON-3918,3.59,Cappuccino
2025-08-22,08:46,card,ANON-1643,3.3,Cortado
2025-08-22,09:02,card,ANON-5102,3.68,Latte
2025-08-22,09:46,card,ANON-4037,3.96,Flat White
2025-08-22,09:56,card,ANON-1893,3.53,Cappuccino
2025-08-22,10:31,card,ANON-2866,3.53,Cappuccino
2025-08-22,11:47,card,ANON-2234,2.98,Hot Chocolate
2025-08-22,12:00,card,ANON-7092,3.98,Flat White
2025-08-22,14:04,card,ANON-3388,3.45,Cappuccino
2025-08-23,06:22,card,ANON-5943,3.86,Latte
2025-08-23,06:30,card,ANON-5832,1.97,Espresso
2025-08-23,07:44,card,ANON-9482,3.76,Latte
2025-08-23,07:48,cash,,3.53,Cappuccino
2025-08-23,08:02,card,ANON-2061,3.2,Cortado
2025-08-23,09:01,card,ANON-6781,3.75,Latte
2025-08-23,09:07,cash,,3.83,Flat White
2025-08-23,11:33,card,ANON-2226,1.94,Espresso
2025-08-23,12:05,card,ANON-5952,1.96,Espresso
2025-08-23,12:37,cash,,2.55,Americano
2025-08-23,12:49,card,ANON-2697,2.47,Americano
2025-08-23,13:51,card,ANON-9866,3.76,Latte
2025-08-23,15:35,card,ANON-5511,3.86,Flat White
2025-08-24,06:12,card,ANON-2544,3.93,Flat White
2025-08-24,06:16,card,ANON-1461,2.05,Espresso
2025-08-24,06:29,card,ANON-6841,1.96,Espresso
2025-08-24,07:05,card,ANON-5276,2.47,Americano
2025-08-24,08:44,cash,,3.74,Latte
2025-08-24,09:36,card,ANON-1586,3.81,Latte
2025-08-24,10:28,card,ANON-6156,2.55,Americano
2025-08-24,11:04,card,ANON-6598,3.74,Latte
2025-08-24,11:07,card,ANON-2648,2.48,Americano
2025-08-24,11:12,cash,,3.84,Latte
2025-08-24,11:33,cash,,2.92,Hot Chocolate
2025-08-24,13:52,card,ANON-9660,3.85,Flat White
2025-08-24,15:27,card,ANON-7913,3.49,Cappuccino
2025-08-25,06:18,card,ANON-4206,3.01,Hot Chocolate
2025-08-25,06:35,card,ANON-3216,2.98,Hot Chocolate
2025-08-25,06:41,card,ANON-6416,3.94,Flat White
2025-08-25,08:24,card,ANON-8334,2.43,Americano
2025-08-25,08:32,card,ANON-2881,3.84,Latte
2025-08-25,08:50,cash,,3.55,Cappuccino
2025-08-25,08:53,card,ANON-3045,3.01,Hot Chocolate
2025-08-25,09:16,card,ANON-1972,2.02,Espresso
2025-08-25,10:07,cash,,2.46,Americano
2025-08-25,11:00,card,ANON-7592,3.8,Latte
2025-08-25,11:36,cash,,3.87,Flat White
2025-08-25,12:13,card,ANON-2836,3.25,Cortado
2025-08-25,13:31,card,ANON-7360,3.22,Cortado
2025-08-25,14:37,card,ANON-3422,3.84,Latte
2025-08-26,07:48,card,ANON-3071,3.5,Cappuccino
2025-08-26,09:23,card,ANON-4884,3.97,Flat White
2025-08-26,10:41,card,ANON-7648,2.47,Americano
2025-08-26,11:00,card,ANON-8686,3.57,Cappuccino
2025-08-26,11:12,card,ANON-1402,3.8,Latte
2025-08-26,11:19,card,ANON-6555,3.82,Latte
2025-08-26,12:22,cash,,2.01,Espresso
2025-08-26,12:30,card,ANON-3178,3.84,Flat White
2025-08-26,13:33,card,ANON-5016,3.18,Cortado
2025-08-26,14:53,card,ANON-1386,2.56,Americano
2025-08-27,06:21,card,ANON-4157,3.81,Latte
2025-08-27,06:27,card,ANON-8608,3.84,Flat White
2025-08-27,06:31,card,ANON-4302,3.89,Latte
2025-08-27,06:52,card,ANON-8830,3.08,Hot Chocolate
2025-08-27,07:22,cash,,2.49,Americano
2025-08-27,07:35,card,ANON-5754,3.02,Hot Chocolate
2025-08-27,11:20,cash,,3.25,Cortado
2025-08-27,11:29,cash,,2.57,Americano
2025-08-27,11:39,card,ANON-4353,3.18,Cortado
2025-08-27,13:16,card,ANON-4748,2.44,Americano
2025-08-28,06:08,card,ANON-7591,3.98,Flat White
2025-08-28,06:14,cash,,3.26,Cortado
2025-08-28,06:17,card,ANON-8955,2.5,Americano
2025-08-28,06:56,card,ANON-1351,3.89,Latte
2025-08-28,07:47,card,ANON-1719,2.05,Espresso
2025-08-28,08:03,card,ANON-3643,3.8,Latte
2025-08-28,08:05,card,ANON-5935,3.04,Hot Chocolate
2025-08-28,08:05,card,ANON-5398,3.94,Flat White
2025-08-28,08:56,card,ANON-4396,2.46,Americano
2025-08-28,10:10,card,ANON-3682,2.45,Americano
2025-08-28,10:41,card,ANON-8108,3.12,Cortado
2025-08-28,11:21,card,ANON-5032,3.57,Cappuccino
2025-08-28,11:30,card,ANON-3946,3.82,Latte
2025-08-28,11:56,cash,,3.55,Cappuccino
2025-08-28,12:31,card,ANON-2264,3.82,Latte
2025-08-28,12:47,card,ANON-7311,3.28,Cortado
2025-08-28,17:50,card,ANON-3181,3.81,Flat White
2025-08-29,06:32,card,ANON-7417,2.0,Espresso
2025-08-29,08:38,card,ANON-9694,3.51,Cappuccino
2025-08-29,09:02,card,ANON-1459,2.52,Americano
2025-08-29,09:25,cash,,3.81,Latte
2025-08-29,09:40,card,ANON-5917,3.8,Latte
2025-08-29,10:50,card,ANON-8885,3.8,Latte
2025-08-29,10:51,card,ANON-9852,2.94,Hot Chocolate
2025-08-29,11:39,card,ANON-8724,2.49,Americano
2025-08-29,11:55,cash,,3.0,Hot Chocolate
2025-08-29,13:36,card,ANON-7594,3.77,Latte
2025-08-29,16:14,card,ANON-1871,3.8,Latte
2025-08-30,06:52,card,ANON-9002,2.02,Espresso
2025-08-30,08:57,card,ANON-8902,2.43,Americano
2025-08-30,09:43,card,ANON-9288,3.48,Cappuccino
2025-08-30,09:53,card,ANON-7916,2.01,Espresso
2025-08-30,10:38,card,ANON-4950,3.57,Cappuccino
2025-08-30,10:58,cash,,3.85,Flat White
2025-08-30,12:33,card,ANON-5796,3.68,Latte
2025-08-31,08:33,card,ANON-7784,2.0,Espresso
2025-08-31,09:15,card,ANON-9087,3.83,Flat White
2025-08-31,09:48,card,ANON-8365,3.08,Hot Chocolate
2025-08-31,11:14,card,ANON-1570,3.07,Hot Chocolate
2025-09-01,06:21,card,ANON-9186,2.99,Hot Chocolate
2025-09-01,06:37,card,ANON-4351,3.76,Latte
2025-09-01,07:32,card,ANON-6372,3.8,Latte
2025-09-01,08:30,card,ANON-1404,3.84,Latte
2025-09-01,09:58,card,ANON-3910,3.02,Hot Chocolate
2025-09-01,09:59,card,ANON-2185,3.83,Latte
2025-09-01,10:03,card,ANON-5796,3.8,Latte
2025-09-01,10:16,card,ANON-2520,3.04,Hot Chocolate
2025-09-01,11:32,card,ANON-1466,1.99,Espresso
2025-09-01,13:30,card,ANON-6156,3.83,Flat White
2025-09-01,14:12,card,ANON-3055,3.79,Latte
2025-09-01,16:16,card,ANON-5230,3.5,Cappuccino
2025-09-01,20:36,card,ANON-6150,3.94,Flat White
2025-09-02,06:24,card,ANON-2713,3.55,Cappuccino
2025-09-02,06:42,card,ANON-7034,2.93,Hot Chocolate
2025-09-02,07:07,card,ANON-4163,3.49,Cappuccino
2025-09-02,08:48,card,ANON-4348,3.75,Latte
2025-09-02,08:52,card,ANON-8748,3.76,Latte
2025-09-02,08:54,card,ANON-3879,3.91,Flat White
2025-09-02,09:25,card,ANON-4649,3.45,Cappuccino
2025-09-02,09:36,card,ANON-8347,2.45,Americano
2025-09-02,09:51,cash,,2.45,Americano
2025-09-02,11:20,card,ANON-3677,3.01,Hot Chocolate
2025-09-02,11:44,card,ANON-6679,3.24,Cortado
2025-09-02,12:08,card,ANON-6738,2.98,Hot Chocolate
2025-09-02,12:47,card,ANON-2694,2.98,Hot Chocolate
2025-09-02,13:17,card,ANON-6693,3.14,Cortado
2025-09-03,06:17,card,ANON-6577,3.02,Hot Chocolate
2025-09-03,06:18,card,ANON-1356,3.54,Cappuccino
2025-09-03,07:21,cash,,3.81,Latte
2025-09-03,07:25,cash,,3.5,Cappuccino
2025-09-03,08:58,card,ANON-1774,3.75,Latte
2025-09-03,09:58,cash,,2.97,Hot Chocolate
2025-09-03,10:30,card,ANON-2272,2.58,Americano
2025-09-03,11:59,card,ANON-2725,3.47,Cappuccino
2025-09-04,06:06,card,ANON-8533,3.8,Latte
2025-09-04,06:19,cash,,3.9,Flat White
2025-09-04,06:22,cash,,3.92,Flat White
2025-09-04,06:41,card,ANON-7174,2.93,Hot Chocolate
2025-09-04,06:43,card,ANON-6084,3.04,Hot Chocolate
2025-09-04,07:22,card,ANON-8514,2.53,Americano
2025-09-04,09:14,card,ANON-8075,3.59,Cappuccino
2025-09-04,09:27,cash,,2.56,Americano
2025-09-04,09:45,card,ANON-5831,3.26,Cortado
2025-09-04,11:29,card,ANON-5002,2.56,Americano
2025-09-04,11:46,card,ANON-1593,2.51,Americano
2025-09-04,12:07,cash,,2.97,Hot Chocolate
2025-09-04,12:59,cash,,3.0,Hot Chocolate
2025-09-04,12:59,card,ANON-1495,3.05,Hot Chocolate
2025-09-04,15:43,cash,,3.56,Cappuccino
2025-09-05,06:31,card,ANON-3979,3.88,Flat White
2025-09-05,06:46,card,ANON-5491,3.89,Flat White
2025-09-05,06:56,cash,,3.85,Flat White
2025-09-05,07:14,card,ANON-1150,3.52,Cappuccino
2025-09-05,08:40,card,ANON-6428,3.89,Flat White
2025-09-05,09:27,card,ANON-8512,2.99,Hot Chocolate
2025-09-05,09:31,card,ANON-8760,3.8,Latte
2025-09-05,09:42,card,ANON-7782,3.49,Cappuccino
2025-09-05,10:11,card,ANON-9913,1.98,Espresso
2025-09-05,13:12,card,ANON-2795,3.02,Hot Chocolate
2025-09-06,07:04,card,ANON-8650,2.6,Americano
2025-09-06,09:13,card,ANON-9525,3.8,Latte
2025-09-06,09:33,card,ANON-5319,3.45,Cappuccino
2025-09-06,09:57,card,ANON-6188,3.85,Latte
2025-09-06,10:40,card,ANON-5381,3.9,Latte
2025-09-06,11:09,cash,,3.44,Cappuccino
2025-09-06,12:46,cash,,3.06,Hot Chocolate
2025-09-07,06:01,cash,,1.96,Espresso
2025-09-07,06:12,card,ANON-2167,3.02,Hot Chocolate
2025-09-07,06:35,cash,,3.52,Cappuccino
2025-09-07,09:26,card,ANON-4935,3.79,Latte
2025-09-07,09:28,cash,,3.09,Hot Chocolate
2025-09-07,09:42,card,ANON-7367,3.77,Latte
2025-09-07,09:48,card,ANON-9537,3.95,Flat White
2025-09-07,10:08,cash,,3.5,Cappuccino
2025-09-07,10:54,card,ANON-9162,3.81,Latte
2025-09-07,11:08,card,ANON-5098,3.56,Cappuccino
2025-09-07,13:55,card,ANON-8010,3.81,Latte
2025-09-07,16:32,card,ANON-3164,3.2,Cortado
2025-09-07,16:53,card,ANON-9868,2.45,Americano
2025-09-08,06:21,card,ANON-2329,2.51,Americano
2025-09-08,06:35,card,ANON-2884,3.03,Hot Chocolate
2025-09-08,08:59,card,ANON-3278,2.05,Espresso
2025-09-08,09:41,card,ANON-8359,3.12,Hot Chocolate
2025-09-08,10:21,card,ANON-2459,1.98,Espresso
2025-09-08,10:36,card,ANON-2605,3.89,Flat White
2025-09-08,11:42,card,ANON-9028,2.56,Americano
2025-09-08,11:59,card,ANON-6097,3.78,Latte
2025-09-09,06:43,cash,,2.51,Americano
2025-09-09,06:53,card,ANON-8512,3.51,Cappuccino
2025-09-09,08:15,card,ANON-9315,2.96,Hot Chocolate
2025-09-09,08:41,card,ANON-2339,3.97,Flat White
2025-09-09,10:03,cash,,3.83,Flat White
2025-09-09,10:10,card,ANON-2035,2.93,Hot Chocolate
2025-09-09,11:09,card,ANON-7596,3.01,Hot Chocolate
2025-09-09,14:58,card,ANON-8924,3.15,Cortado
2025-09-10,06:36,card,ANON-4946,2.95,Hot Chocolate
2025-09-10,06:42,card,ANON-5569,3.79,Latte
2025-09-10,06:57,cash,,3.82,Latte
2025-09-10,07:37,card,ANON-5044,3.14,Cortado
2025-09-10,08:26,cash,,3.49,Cappuccino
2025-09-10,08:53,card,ANON-2375,2.42,Americano
2025-09-10,09:35,card,ANON-3206,2.51,Americano
2025-09-10,10:34,cash,,3.44,Cappuccino
2025-09-10,11:56,card,ANON-2175,3.93,Flat White
2025-09-10,13:42,card,ANON-9798,3.01,Hot Chocolate
2025-09-10,13:45,card,ANON-9640,3.46,Cappuccino
2025-09-11,06:08,card,ANON-4252,2.86,Hot Chocolate
2025-09-11,06:12,cash,,3.58,Cappuccino
2025-09-11,06:45,card,ANON-6571,2.47,Americano
2025-09-11,09:17,cash,,3.78,Latte
2025-09-11,11:07,card,ANON-2565,3.45,Cappuccino
2025-09-11,11:38,cash,,3.75,Latte
2025-09-11,12:53,cash,,3.53,Cappuccino
2025-09-11,14:21,card,ANON-6844,3.95,Flat White
2025-09-11,15:18,card,ANON-8146,3.92,Flat White
2025-09-12,06:21,card,ANON-2244,2.98,Hot Chocolate
2025-09-12,08:19,card,ANON-5469,3.58,Cappuccino
2025-09-12,08:28,card,ANON-7379,3.83,Latte
2025-09-12,08:57,card,ANON-3397,3.82,Latte
2025-09-12,09:34,card,ANON-2400,2.51,Americano
2025-09-12,10:35,card,ANON-2006,3.17,Cortado
2025-09-12,10:55,card,ANON-4929,3.46,Cappuccino
2025-09-12,11:03,card,ANON-1945,3.84,Latte
2025-09-12,11:28,card,ANON-2989,3.8,Latte
2025-09-12,11:44,card,ANON-7486,3.81,Flat White
2025-09-12,14:50,card,ANON-2541,3.49,Cappuccino
2025-09-12,15:18,card,ANON-3726,3.82,Latte
2025-09-13,06:00,card,ANON-6878,3.39,Cappuccino
2025-09-13,06:45,card,ANON-8337,2.01,Espresso
2025-09-13,07:25,card,ANON-1170,3.43,Cappuccino
2025-09-13,07:35,card,ANON-5591,2.48,Americano
2025-09-13,07:48,card,ANON-2736,3.53,Cappuccino
2025-09-13,07:55,card,ANON-6506,3.87,Flat White
2025-09-13,07:57,card,ANON-8506,3.85,Flat White
2025-09-13,10:08,card,ANON-4170,3.9,Latte
2025-09-13,10:14,cash,,3.43,Cappuccino
2025-09-13,10:25,card,ANON-5504,3.78,Latte
2025-09-13,12:26,card,ANON-5351,2.53,Americano
2025-09-13,13:36,card,ANON-2233,1.98,Espresso
2025-09-13,15:45,card,ANON-4617,3.43,Cappuccino
2025-09-13,15:50,card,ANON-6823,3.2,Cortado
2025-09-14,07:06,cash,,3.54,Cappuccino
2025-09-14,09:39,card,ANON-6846,3.16,Cortado
2025-09-14,10:36,card,ANON-3806,3.92,Flat White
2025-09-14,11:28,card,ANON-3441,2.99,Hot Chocolate
2025-09-14,11:53,card,ANON-5989,3.56,Cappuccino
2025-09-14,12:18,card,ANON-7148,2.51,Americano
2025-09-15,07:17,card,ANON-9986,3.53,Cappuccino
2025-09-15,07:26,card,ANON-2863,2.44,Americano
2025-09-15,08:20,cash,,1.98,Espresso
2025-09-15,11:07,card,ANON-4426,3.84,Latte
2025-09-15,12:45,cash,,3.61,Cappuccino
2025-09-15,13:01,cash,,3.0,Hot Chocolate
2025-09-15,13:58,card,ANON-8724,3.48,Cappuccino
2025-09-15,15:14,card,ANON-3772,2.45,Americano
2025-09-16,07:39,card,ANON-2680,3.89,Flat White
2025-09-16,08:04,card,ANON-2173,3.8,Latte
2025-09-16,08:38,card,ANON-3670,3.9,Flat White
2025-09-16,09:05,cash,,3.73,Latte
2025-09-16,09:25,card,ANON-4801,3.82,Latte
2025-09-16,09:51,cash,,2.55,Americano
2025-09-16,10:06,card,ANON-6946,2.37,Americano
2025-09-16,10:50,cash,,2.97,Hot Chocolate
2025-09-16,11:12,card,ANON-8441,2.97,Hot Chocolate
2025-09-16,11:31,card,ANON-1297,3.01,Hot Chocolate
2025-09-16,11:45,card,ANON-3774,3.48,Cappuccino
2025-09-16,14:22,card,ANON-9107,2.49,Americano
2025-09-16,14:31,card,ANON-8640,3.9,Flat White
2025-09-16,15:03,card,ANON-6991,3.49,Cappuccino
2025-09-16,16:19,card,ANON-1281,3.28,Cortado
2025-09-17,06:10,card,ANON-5264,2.99,Hot Chocolate
2025-09-17,06:59,card,ANON-3374,3.81,Latte
2025-09-17,07:01,card,ANON-7642,3.96,Flat White
2025-09-17,07:41,card,ANON-7080,2.03,Espresso
2025-09-17,08:07,card,ANON-3583,3.87,Flat White
2025-09-17,08:43,card,ANON-8522,2.02,Espresso
2025-09-17,09:42,card,ANON-4123,3.05,Hot Chocolate
2025-09-17,09:47,card,ANON-1718,3.87,Latte
2025-09-17,10:37,card,ANON-7087,3.93,Flat White
2025-09-17,10:47,card,ANON-6331,2.48,Americano
2025-09-17,11:33,card,ANON-2267,3.94,Flat White
2025-09-17,12:03,card,ANON-4751,3.92,Flat White
2025-09-17,13:54,cash,,3.0,Hot Chocolate
2025-09-17,15:08,card,ANON-2478,2.95,Hot Chocolate
2025-09-18,06:17,card,ANON-2938,3.81,Latte
2025-09-18,07:20,card,ANON-9748,2.93,Hot Chocolate
2025-09-18,07:29,cash,,2.56,Americano
2025-09-18,09:03,cash,,3.76,Latte
2025-09-18,09:13,card,ANON-8155,3.01,Hot Chocolate
2025-09-18,09:33,cash,,3.81,Flat White
2025-09-18,11:59,card,ANON-9769,1.95,Espresso
2025-09-18,12:19,card,ANON-5013,3.75,Latte
2025-09-18,13:04,cash,,3.5,Cappuccino
2025-09-18,13:29,card,ANON-5218,3.51,Cappuccino
2025-09-18,14:07,card,ANON-7419,3.58,Cappuccino
2025-09-19,06:08,card,ANON-4838,3.88,Flat White
2025-09-19,06:42,card,ANON-4620,3.03,Hot Chocolate
2025-09-19,07:32,card,ANON-1765,3.44,Cappuccino
2025-09-19,07:42,cash,,3.52,Cappuccino
2025-09-19,08:05,card,ANON-4612,3.78,Latte
2025-09-19,08:41,card,ANON-1409,2.5,Americano
2025-09-19,08:42,card,ANON-7130,3.17,Cortado
2025-09-19,08:55,card,ANON-3221,3.13,Hot Chocolate
2025-09-19,10:10,card,ANON-3568,2.9,Hot Chocolate
2025-09-19,10:11,card,ANON-2294,3.18,Cortado
2025-09-19,11:33,card,ANON-6085,3.47,Cappuccino
2025-09-19,11:39,card,ANON-1039,3.17,Cortado
2025-09-19,11:45,card,ANON-4475,3.75,Latte
2025-09-19,12:04,card,ANON-6872,3.15,Cortado
2025-09-19,12:18,card,ANON-3380,3.81,Latte
2025-09-19,12:59,cash,,1.98,Espresso
2025-09-19,13:30,card,ANON-2840,2.03,Espresso
2025-09-19,13:54,card,ANON-4303,3.85,Latte
2025-09-20,06:22,cash,,2.93,Hot Chocolate
2025-09-20,07:15,card,ANON-4094,2.0,Espresso
2025-09-20,08:05,card,ANON-6214,3.37,Cappuccino
2025-09-20,08:43,card,ANON-2091,3.01,Hot Chocolate
2025-09-20,09:11,card,ANON-4878,2.51,Americano
2025-09-20,09:12,card,ANON-5668,3.3,Cortado
2025-09-20,09:37,card,ANON-7463,2.12,Espresso
2025-09-20,10:11,card,ANON-5942,3.49,Cappuccino
2025-09-20,10:58,card,ANON-3899,3.49,Cappuccino
2025-09-20,11:06,card,ANON-1167,2.57,Americano
2025-09-20,12:11,cash,,3.47,Cappuccino
2025-09-20,12:32,card,ANON-9381,3.86,Flat White
2025-09-20,13:06,card,ANON-7339,2.44,Americano
2025-09-20,13:21,card,ANON-9512,1.91,Espresso
2025-09-21,06:05,card,ANON-5458,1.93,Espresso
2025-09-21,06:24,card,ANON-3667,3.83,Latte
2025-09-21,06:35,card,ANON-2538,2.99,Hot Chocolate
2025-09-21,07:19,card,ANON-8664,3.86,Flat White
2025-09-21,08:02,card,ANON-6537,3.47,Cappuccino
2025-09-21,08:05,cash,,3.44,Cappuccino
2025-09-21,08:10,card,ANON-1933,3.84,Flat White
2025-09-21,09:12,card,ANON-4656,2.54,Americano
2025-09-21,09:21,card,ANON-3861,3.53,Cappuccino
2025-09-21,10:03,card,ANON-7337,3.91,Latte
2025-09-21,12:28,cash,,3.95,Flat White
2025-09-21,12:46,card,ANON-5902,3.96,Flat White
2025-09-22,06:00,cash,,2.48,Americano
2025-09-22,06:12,card,ANON-3338,1.98,Espresso
2025-09-22,06:14,card,ANON-9663,3.43,Cappuccino
2025-09-22,06:23,card,ANON-1836,2.63,Americano
2025-09-22,10:11,card,ANON-3598,2.43,Americano
2025-09-22,11:20,card,ANON-9385,3.89,Flat White
2025-09-22,12:21,card,ANON-3540,3.31,Cortado
2025-09-22,13:03,card,ANON-2615,3.96,Flat White
2025-09-22,13:50,card,ANON-3344,2.54,Americano
2025-09-22,15:50,card,ANON-6456,3.49,Cappuccino
2025-09-23,06:03,card,ANON-1675,2.03,Espresso
2025-09-23,06:18,cash,,3.51,Cappuccino
2025-09-23,08:20,cash,,2.01,Espresso
2025-09-23,08:59,card,ANON-7612,3.76,Latte
2025-09-23,09:20,card,ANON-7156,3.74,Latte
2025-09-23,09:42,card,ANON-5631,3.27,Cortado
2025-09-23,10:31,card,ANON-3721,3.75,Latte
2025-09-23,10:49,card,ANON-9330,3.19,Cortado
2025-09-23,11:00,card,ANON-9275,3.02,Hot Chocolate
2025-09-23,11:24,card,ANON-7296,3.23,Cortado
2025-09-23,11:50,card,ANON-2186,3.93,Flat White
2025-09-23,11:52,card,ANON-4726,3.81,Latte
2025-09-23,14:08,card,ANON-6909,3.76,Latte
2025-09-23,14:16,cash,,3.88,Flat White
2025-09-23,14:21,card,ANON-3387,2.96,Hot Chocolate
2025-09-24,06:35,card,ANON-8741,3.83,Latte
2025-09-24,06:45,card,ANON-4119,1.99,Espresso
2025-09-24,07:37,card,ANON-6503,3.55,Cappuccino
2025-09-24,08:22,card,ANON-1479,3.2,Cortado
2025-09-24,10:18,card,ANON-5228,2.49,Americano
2025-09-24,10:22,cash,,3.46,Cappuccino
2025-09-24,10:51,card,ANON-4018,3.79,Latte
2025-09-24,11:01,card,ANON-8883,2.52,Americano
2025-09-24,11:23,cash,,3.9,Flat White
2025-09-24,11:26,card,ANON-6555,3.86,Flat White
2025-09-24,11:47,card,ANON-4038,3.84,Flat White
2025-09-24,12:33,cash,,2.98,Hot Chocolate
2025-09-24,13:43,card,ANON-4615,3.79,Latte
2025-09-25,06:00,cash,,3.47,Cappuccino
2025-09-25,06:25,card,ANON-2493,3.81,Latte
2025-09-25,06:31,card,ANON-9057,3.2,Cortado
2025-09-25,06:40,card,ANON-2832,3.79,Flat White
2025-09-25,06:54,cash,,3.41,Cappuccino
2025-09-25,06:59,card,ANON-9991,3.88,Flat White
2025-09-25,08:05,card,ANON-1264,3.86,Latte
2025-09-25,08:49,card,ANON-8967,3.03,Hot Chocolate
2025-09-25,09:21,card,ANON-6936,3.49,Cappuccino
2025-09-25,10:39,cash,,3.78,Latte
2025-09-25,12:23,card,ANON-7315,3.5,Cappuccino
2025-09-25,15:21,card,ANON-3973,1.95,Espresso
2025-09-26,07:24,card,ANON-5973,3.42,Cappuccino
2025-09-26,07:42,card,ANON-4254,3.7,Latte
2025-09-26,08:30,card,ANON-4204,2.96,Hot Chocolate
2025-09-26,08:45,card,ANON-5311,1.99,Espresso
2025-09-26,09:03,cash,,3.04,Hot Chocolate
2025-09-26,09:20,card,ANON-9224,3.83,Flat White
2025-09-26,11:26,cash,,3.82,Flat White
2025-09-26,15:42,card,ANON-6397,2.52,Americano
2025-09-27,06:15,cash,,3.8,Latte
2025-09-27,06:51,card,ANON-7169,2.47,Americano
2025-09-27,08:03,card,ANON-8881,3.03,Hot Chocolate
2025-09-27,08:26,card,ANON-6402,2.39,Americano
2025-09-27,08:37,card,ANON-5468,3.57,Cappuccino
